state,area,pincode
Assam,Borpathar,786613
Assam,Borshala,787023
Assam,Budhbazar,787031
Assam,Bulakata,787057
Assam,Buri Khowang,785675
Assam,Burisuti,787110
Assam,Cementmukh,787059
Assam,Central Revenue Building,786003
Assam,Chaboti,787051
Assam,Chabua Air Field,786102
Assam,Chabua,786184
Assam,Chaharikata,785676
Assam,Charaimoria,787032
Assam,Chaulkhowa,786004
Assam,Chenibill Chungipathar,786103
Assam,Chetia Gaon,786184
Assam,Chiringhula,786010
Assam,Chowkidingee,786003
Assam,Dangopara Chariali,786611
Assam,Daulatpur,787054
Assam,Dejoo Te,787031
Assam,Dekapam,787061
Assam,Demow Chariali,787059
Assam,Deotala,787033
Assam,Desam,786610
Assam,Deuliagaon,787053
Assam,Deuribarbam,787026
Assam,Deurigaon,786007
Assam,Dhakuakhana,787055
Assam,Dhalpur,784165
Assam,Dhamalgaon,786004
Assam,Dhaman,786610
Assam,Dharmagarh Sevashram,784165
Assam,Dharmapur,784160
Assam,Dhemaji,787057
Assam,Dhemechi,785675
Assam,Dhenukhana,787053
Assam,Dhuapathar,786611
Assam,Dhubabari,787058
Assam,Dhunaguri,787054
Assam,Dhunaguri Borgaya Deori Gaon,787110
Assam,Dibru Amguri,786610
Assam,Dibrugarh,786001
Assam,Dibrugarh Polytechnic,786010
Assam,Dibrugarh University,786004
Assam,Dighali Debera,787058
Assam,Dighalia,786101
Tripura,Abani Reangpara,799013
Tripura,Abhoyganj Bazar,799155
Tripura,Abhoynagar,799005
Tripura,Agartala Aerodrome,799009
Tripura,Agartala Bazar,799001
Tripura,Agartala College,799004
Tripura,Agartala Court,799001
Tripura,Agartala,799001
Tripura,Agartala ONGC,799014
Tripura,Agartala Secretariat,799010
Tripura,AgartalaGuard Post,799002
Tripura,Amarendranagar,799103
Tripura,Amarpur South Tripura,799101
Tripura,Amlighat,799143
Tripura,Ampinagar,799101
Tripura,Amtali,799130
Tripura,Anandanagar,799004
Tripura,Anandapur South Tripura,799157
Tripura,Aralia,799004
Tripura,Arundhutinagar,799003
Tripura,Ashigarh,799045
Tripura,Atharacord Colony,799045
Tripura,Badharghat,799003
Tripura,Bagabassa,799115
Tripura,Bagafa,799144
Tripura,Bagma ED,799114
Tripura,Bagmara,799103
Tripura,Baikhora,799144
Tripura,Baikunthapur,799211
Tripura,Baishnabpur,799145
Tripura,Baldakhal,799157
Tripura,Balubon,799212
Tripura,Bampur,799101
Tripura,Bamutia,799211
Tripura,Banamalipur,799007
Tripura,Bankumari E SB,799006
Tripura,Barbil,799104
Tripura,Bardwal,799115
Tripura,Barjala,799103
Tripura,Barjala,799002
Tripura,Barkathalia,799211
Tripura,Barpathari,799155
Tripura,Baspadua,799155
Tripura,Battali,799115
Tripura,Bazar Amtali,799105
Tripura,Bejimara,799131
Tripura,Belbari,799045
Tripura,Belonia aerodrome,799155
Tripura,Beloniya,799155
Tripura,Betaga,799144
Tripura,Bhabanipur,799131
Tripura,Bhattapukur,799003
Tripura,Bhuratali,799143
Tripura,Bijoynagar,799145
Tripura,Bijoynagar Bazar,799211
Tripura,Bimangarh,799015
Tripura,Birendranagar,799045
Tripura,Bishalgarh,799102
Tripura,Bishnupur,799143
Tripura,Bishramganj,799103
Tripura,Boalkhali,799104
Tripura,Bodhjungnagar,799210
Tripura,Border Rampur,799002
Tripura,Boxonagar,799102
Tripura,Brahman Puskarini,799210
Tripura,Brajapur,799102
Tripura,Brigudaspara,799045
Tripura,Burakha Landless Colony,799035
Tripura,Chachubazar,799211
Tripura,Chalitacherra,799145
Tripura,Champaknagar,799045
Tripura,Champamura Bazar,799130
Tripura,Chandigarh,799115
Tripura,Chandul,799105
Tripura,Charakbai,799142
Tripura,Charilam,799103
Tripura,Charipara,799003
Tripura,Chechrimile,799103
Tripura,Chechuajamatiabari,799101
Tripura,Chechuria,799210
Tripura,Chellagong,799101
Tripura,Chittamara,799155
Tripura,Chowmouhani,799115
Tripura,Dakshin Chandrapur,799013
Tripura,Dakshin Fulcherri,799143
Tripura,Dakshin Hichacherri,799141
Tripura,Dakshin Maharani,799013
Tripura,Dakshin Manubankul,799143
Tripura,Dakshin Sonaicharri,799155
Tripura,Dakshin taidu,799101
Tripura,Darogamura,799212
Tripura,Debbari,799101
Tripura,Debdaru Bazar,799141
Tripura,Debipur,799155
Tripura,Dhajanagar,799102
Tripura,Dhaleswar,799007
Tripura,Dhanlekha,799101
Tripura,Dhanpur,799131
Tripura,Dhupcherra,799004
Tripura,Dhuptali,799105
Tripura,Dimatali,799157
Tripura,Dinabandhupara,799035
Tripura,Doulbari,799145
Tripura,Dumburnagar,799104
Tripura,Durganagar,799035
Tripura,Durgapur,799131
Tripura,Durjaynagar,799009
Tripura,Durlavnarayan,799115
Tripura,East Bagabassa,799114
Tripura,East Bagafa,799144
Tripura,East Mirza,799105
Tripura,Fatikchhera,799210
Tripura,Fulkumari,799013
Tripura,G B Hospital,799006
Tripura,Gabordi,799004
Tripura,Gabtali,799157
Tripura,Gakulpur,799114
Tripura,Gamakubari,799101
Tripura,Gandhigram,799012
Tripura,Gangacherra,799125
Tripura,Garjanmura,799114
Tripura,Garjee,799125
Tripura,Gazaria,799102
Tripura,Ghorakappa,799104
Tripura,Golaghati,799102
Tripura,Goliraibari,799103
Tripura,Gomti Project,799104
Tripura,Guachand,799143
Tripura,Gurudas Colony,799045
Tripura,Hadra,799105
Tripura,Harbatali,799145
Tripura,Harendranagar T,799210
Tripura,Harina Bazar,799145
Tripura,Harishnagar T E,799102
Tripura,Holakhet,799013
Tripura,Hrishyamukh,799156
Tripura,Ichacherra,799105
Tripura,Indranagar,799006
Tripura,Induria,799131
Tripura,Ishanchandranagar,799003
Tripura,Ishanpur,799212
Tripura,Jaganath Bari Road,799001
Tripura,Jalaya,799104
Tripura,Jalefa Bazar,799145
Tripura,Jamjuri,799013
Tripura,Jampuijala,799102
Tripura,Jampuijala Colony,799102
Tripura,Janmejoynagar,799045
Tripura,Jatrapur,799131
Tripura,Jitendranagar,799105
Tripura,Joalikhamar,799013
Tripura,Jogendranagar,799004
Tripura,Jolaibari,799141
Tripura,Jumerdhepa,799115
Tripura,Kaiyadhepa,799102
Tripura,Kakraban,799105
Tripura,Kalabon,799125
Tripura,Kalacherra T E,799211
Tripura,Kalamcherra,799102
Tripura,Kalashi Bazar,799141
Tripura,Kalasimura,799102
Tripura,Kalikrishnagar,799131
Tripura,Kalkalia,799102
Tripura,Kalkalia T E,799211
Tripura,Kamalasagar,799102
Tripura,Kamalghat,799210
Tripura,Kamalnagar,799131
Tripura,Kamrangatali,799105
Tripura,Kanakraipara,799102
Tripura,Kanchanmala,799130
Tripura,Kanchannagar,799144
Tripura,Karbook,799104
Tripura,Kasari,799150
Tripura,Kathalbagan,799006
Tripura,Kathalcherri,799145
Tripura,Kathalia,799131
Tripura,Kathaliacherra,799144
Tripura,Kemtali,799115
Tripura,Kendraicherra,799102
Tripura,Khas Chowmouhani,799115
Tripura,Khasnoagaon,799008
Tripura,Khayerpur,799008
Tripura,Khedabari,799131
Tripura,Khilpara,799114
Tripura,Killarbazar,799114
Tripura,Kishoreganj,799105
Tripura,Konabon,799102
Tripura,Krishnagar,799002
Tripura,Krishnakishorenagar,799102
Tripura,Kulubari,799131
Tripura,Kunjaban,799006
Tripura,Kunjabon Road,799006
Tripura,Kupilong,799114
Tripura,Kurma,799101
Tripura,Kusumara,799105
Tripura,Kwaifunga,799141
Tripura,Laifunga,799210
Tripura,Lakshipati,799013
Tripura,Lakshmandhepa,799115
Tripura,Lalsingmura,799102
Tripura,Lankamura,799009
Tripura,Latiacherra,799103
Tripura,Laxmicherra,799144
Tripura,Lebacherra,799104
Tripura,Lembucherra,799210
Tripura,Lowgang,799144
Tripura,Ludhua,799145
Tripura,Ludhua Tea Estate,799145
Tripura,Madhabnagar,799156
Tripura,Madhuban,799003
Tripura,Madhuchoudhurypara,799211
Tripura,Madhupur,799102
Tripura,Madhya Pillak,799141
Tripura,Magurcherra,799143
Tripura,Maharani,799013
Tripura,Maheshpur,799131
Tripura,Mahuamillan,799101
Tripura,Majlishpur,799035
Tripura,Malbassa,799101
Tripura,Mandainagar,799045
Tripura,Manikya,799114
Tripura,Manpather,799144
Tripura,Manubazar,799143
Tripura,Mariamnagar,799008
Tripura,Matai,799155
Tripura,Matinagar,799131
Tripura,Mdhabbari,799045
Tripura,Meghlipara,799035
Tripura,Melaghar,799115
Tripura,Mnaipather,799131
Tripura,Mogpuskarini,799105
Tripura,Mohanbhog,799105
Tripura,Mohanpur West Tripura,799211
Tripura,Muhuri Ratanpur,799142
Tripura,Muhuripur,799142
Tripura,Murapara,799013
Tripura,Nabasantiganj Bazar,799102
Tripura,Nabinagar,799102
Tripura,Nagicherra,799004
Tripura,Nagrai,799101
Tripura,Nalchar,799115
Tripura,Nalua,799156
Tripura,Nandannagar,799006
Tripura,Narayanpur,799009
Tripura,Neepco,799008
Tripura,Nidya,799131
Tripura,Nirvaypur,799131
Tripura,NIT Agartala,799046
Tripura,No 2 Chandranagar,799102
Tripura,Noabadi,799045
Tripura,Noagaon Krishnagar,799006
Tripura,Nutannagar,799009
Tripura,Old Agartala,799008
Tripura,Padmanagar,799103
Tripura,Paharpur,799101
Tripura,Paikhola,799125
Tripura,Palatana,799105
Tripura,Palku,799101
Tripura,Pandavpur,799130
Tripura,Paschim Bhubanban,799002
Tripura,Paschim Champamur,799008
Tripura,Paschim Gokulnagar,799130
Tripura,Paschim Mogpuskarini,799105
Tripura,Paschim Noabadi,799008
Tripura,Paschim Paticherri Colony,799125
Tripura,Paschim Pillak,799141
Tripura,Paschim Pipariakhola,799155
Tripura,Pathaliaghat,799103
Tripura,Paticherri,799104
Tripura,Patnipara,799211
Tripura,Pitra Bazar,799114
Tripura,Pravapur,799130
Tripura,Promodenagar,799103
Tripura,Puran Kalibari,799002
Tripura,Puran Rajbari,799157
Tripura,Purathalrajnagar,799102
Tripura,Purba Gokulnagar,799102
Tripura,Purba Laxmi Bill,799102
Tripura,Purba Manikya Dewan,799104
Tripura,Purba Manu,799144
Tripura,Purba Noagaon,799035
Tripura,Purba Pratapgarh,799004
Tripura,Putia,799102
Tripura,Rabindranagar Colony,799131
Tripura,Rachakishoreganj,799144
Tripura,Radhakishorepur,799120
Tripura,Radhamohanpur,799045
Tripura,Radhanagar West Tripura,799153
Tripura,Raima,799104
Tripura,Raiyabari,799114
Tripura,Rajapur,799125
Tripura,Rajarbag,799114
Tripura,Rajnagar Colony,799114
Tripura,Rajnagar South Tripura,799150
Tripura,Ramachandranagar,799008
Tripura,Ramnagar Bazar,799103
Tripura,Ramnagar West Tripura,799002
Tripura,Rangamala Bazar,799103
Tripura,Rangamati,799101
Tripura,Rangamura,799153
Tripura,Rangkhang,799101
Tripura,Rani,799105
Tripura,Ranirbazar,799035
Tripura,Ranirkhamar,799003
Tripura,Rayermura,799130
Tripura,Renters Colony,799004
Tripura,Reshambagan,799008
Tripura,Rohimpur,799102
Tripura,Rokhia G T Project,799102
Tripura,Rudijala,799115
Tripura,Rupaicherri,799145
Tripura,S D Mission Colony,799003
Tripura,Sabroom,799145
Tripura,Sakbari,799141
Tripura,Salbagan,799012
Tripura,Salgara,799114
Tripura,Samarendraganj,799156
Tripura,Samukcherra,799105
Tripura,Sanchindranagar Colony,799045
Tripura,Sankumabari,799102
Tripura,Santirbazar,799144
Tripura,Sarasima,799155
Tripura,Sarbong,799101
Tripura,Satchand,799143
Tripura,Sekerkote,799130
Tripura,Sepahijala,799102
Tripura,Siddhi Ashram,799003
Tripura,Siddhinagar,799157
Tripura,Sidhai,799212
Tripura,Silacharri,799104
Tripura,Silghati,799105
Tripura,Simna,799212
Tripura,Simna Colony,799212
Tripura,Sindukpathar,799143
Tripura,Sonaicherri,799145
Tripura,Sonamani sepaipara,799035
Tripura,Sonamura,799131
Tripura,Sonaram Bazar,799212
Tripura,South Bharat Ch Nagar,799155
Tripura,South Charilam,799103
Tripura,South Krishnagar,799156
Tripura,South Nehalchandranagar,799102
Tripura,South srirampur,799157
Tripura,Srinagar,799143
Tripura,Srinagar Kacharipara,799004
Tripura,Subalsing,799211
Tripura,Subashnagar,799155
Tripura,Suknacherri,799104
Tripura,Sundartilla,799212
Tripura,Sutarmura,799102
Tripura,Taibandal,799105
Tripura,Taidubari,799101
Tripura,Tainani,799125
Tripura,Takarjala,799102
Tripura,Takmacherra,799125
Tripura,Taranagar,799211
Tripura,Tarapur,799211
Tripura,Tebaria,799015
Tripura,Tekkatulsi,799143
Tripura,Tekshapara,799103
Tripura,Telkajla,799115
Tripura,Tepania,799114
Tripura,Thakurcherra,799141
Tripura,Thamakari,799211
Tripura,Thelakum,799114
Tripura,Tirthamukh,799104
Tripura,Town pratapgarh,799004
Tripura,Town Rampur,799002
Tripura,Tripura University,799022
Tripura,Tripureswari Colony,799013
Tripura,Tuichama,799104
Tripura,Ujan Ghaniamara,799102
Tripura,Upendranagar,799105
Tripura,Urmai,799115
Tripura,Urrat Takmacherra,799144
Tripura,Uttar Bharat Ch Nagar,799155
Tripura,Uttar Brojendranagar,799114
Tripura,Uttar Chellagonj,799104
Tripura,Uttar Dasgharia,799212
Tripura,Uttar debendranagar,799211
Tripura,Uttar Debipur,799144
Tripura,Uttar Sonaicherri,799155
Tripura,Veluarchar,799102
Tripura,Viveknagar,799130
Tripura,Wakinagar,799035
Tripura,West Laxmibill,799102
Tripura,West Nalchar,799115
Tripura,Abhanga,799286
Tripura,Agagartilla,799201
Tripura,Agnipassa,799260
Tripura,Algapur,799253
Tripura,Ambassa,799289
Tripura,Amtilla,799261
Tripura,Anandabazar,799271
Tripura,Andharcherra,799263
Tripura,Apareshkar,799286
Tripura,Asharambari,799201
Tripura,Ataromura,799205
Tripura,Baburbazar,799281
Tripura,Bachaibari,799201
Tripura,Bagaicherri,799285
Tripura,Bagbassa,799253
Tripura,Baijalbari,799207
Tripura,Baithangbari,799254
Tripura,Bakbaki,799251
Tripura,Balarambazar,799204
Tripura,Balehar,799280
Tripura,Balicherra,799262
Tripura,Balidhum,799254
Tripura,Baligaon,799285
Tripura,Bamancherra,799286
Tripura,Banbazar,799201
Tripura,Baralutma,799286
Tripura,Barhaldi,799271
Tripura,Barmaidan Bazar,799203
Tripura,Barmura Project,799205
Tripura,Baruakandi,799251
Tripura,Bdelchedrra,799201
Tripura,Behalabari,799201
Tripura,Belianchief,799269
Tripura,Betcherra,799266
Tripura,Bhadrapally,799277
Tripura,Bhagabannagar,799279
Tripura,Bhagirathpara,799284
Tripura,Bhagyapur,799251
Tripura,Bharatsardarbari,799207
Tripura,Bhatisonaimuri,799264
Tripura,Bilthai,799260
Tripura,Bindulal Karbaripara,799273
Tripura,Birchandranagar,799280
Tripura,Brahmacherra,799205
Tripura,Brajendranagar,799261
Tripura,Bullongbassa,799284
Tripura,Chailengta,799273
Tripura,Chakmaghat,799205
Tripura,Champahaor,799201
Tripura,Chandipur,799277
Tripura,Chandraipara,799289
Tripura,Chandrapur North Tripura,799251
Tripura,Chankhala,799207
Tripura,Chantail,799279
Tripura,Chawmanu,799273
Tripura,Chebri,799207
Tripura,Chengkap,799286
Tripura,Chinibagan,799279
Tripura,Chotosarma,799285
Tripura,Churaibari,799262
Tripura,Dakshin Promode L L Colony,799203
Tripura,Dalapatipara,799284
Tripura,Dalugaon,799280
Tripura,Darchai,799264
Tripura,Dasdabazar,799271
Tripura,Demchedrra Colony,799275
Tripura,Dengdung,799288
Tripura,Deocherra,799260
Tripura,Deora Cherra,799279
Tripura,Dewanpassa,799254
Tripura,Dhanbilash,799280
Tripura,Dhanicherra,799263
Tripura,Dharmanagar Bazar,799253
Tripura,Dharmanagar College,799253
Tripura,Dharmanagar,799250
Tripura,Dhumacherra,799275
Tripura,Dhupirbond,799253
Tripura,Dighalbak,799251
Tripura,Dudhpur,799288
Tripura,Durgacherra,799273
Tripura,Durgapur,799203
Tripura,Dwarikapur,799203
Tripura,East Bachaibari,799201
Tripura,East Huruah,799253
Tripura,East Kamesawar,799253
Tripura,East Kanchanbari,799264
Tripura,East Masli,799275
Tripura,Emrapassa,799290
Tripura,Fatikcherra,799290
Tripura,Fatikroy,799290
Tripura,Fulbari,799262
Tripura,Fulcherri,799285
Tripura,Fultali,799280
Tripura,Gakulbari,799201
Tripura,Gakulnagar,799290
Tripura,Ganganagar,799290
Tripura,Ganganagar Tribalcolony,799289
Tripura,Ganki,799201
Tripura,Garchirampara,799271
Tripura,Garodtilla,799285
Tripura,Ghilatali,799203
Tripura,Gobindapur,799251
Tripura,Golabari,799205
Tripura,Goldharpur,799279
Tripura,Gouranga Tilla,799207
Tripura,Gournagar,799279
Tripura,Govidabari,799263
Tripura,Gulakpur T E,799277
Tripura,Hadrai,799205
Tripura,Halahali,799286
Tripura,Halflongcherra,799254
Tripura,Harincherra,799289
Tripura,Hiracherra,799281
Tripura,Hmungchuan,799269
Tripura,Hmunpui,799269
Tripura,Howaibari,799205
Tripura,Huruah,799251
Tripura,Ichabpur,799277
Tripura,Ichailalcherra,799251
Tripura,Ichaisonapur,799251
Tripura,Indurail,799260
Tripura,Irani,799281
Tripura,Jagabandhu Para,799284
Tripura,Jagannathpur,799280
Tripura,Jalabazar,799260
Tripura,Jalebassa,799260
Tripura,Jampui,799269
Tripura,Jamthing,799286
Tripura,Janata College,799260
Tripura,Jarulcherra,799275
Tripura,Joyasree,799270
Tripura,Jubarajnagar,799254
Tripura,Juri R F,799260
Tripura,Kacharicherra,799256
Tripura,Kachucherra,799278
Tripura,Kadamtala North Tripura,799261
Tripura,Kailashahar Air Port,799279
Tripura,Kailashahar,799277
Tripura,Kakrirpar,799253
Tripura,Kalacherra,799251
Tripura,Kalagangar Par,799261
Tripura,Kalagong,799269
Tripura,Kalapania,799271
Tripura,Kalishahan,799277
Tripura,Kalitilla,799205
Tripura,Kalyanpur West Tripura,799203
Tripura,Kalyanpur T E,799203
Tripura,Kamalacherra,799289
Tripura,Kamalpur Aerodrome,799287
Tripura,Kamalpur Bazar,799285
Tripura,Kamalpur Dhalai,799285
Tripura,Kameswargaon,799253
Tripura,Kanchanbari,799288
Tripura,Kanchancherra,799266
Tripura,Kanchanpur Colony,799289
Tripura,Kanchanpur North Tripura,799270
Tripura,Kangrai,799269
Tripura,Karaicherra,799263
Tripura,Karailong,799205
Tripura,Karamcherra,799266
Tripura,Karatichesdrra,799275
Tripura,Karingicherra,799201
Tripura,Karnamunipara,799289
Tripura,Katalutma,799286
Tripura,Khasiamangal,799205
Tripura,Khedacherra,799256
Tripura,Kheranjuri,799262
Tripura,Khowai Court,799202
Tripura,Khowai,799201
Tripura,Khowai T E,799201
Tripura,Kirtantali,799279
Tripura,Krishnapur,799253
Tripura,Krishnatilla,799263
Tripura,Kuchainala,799287
Tripura,Kulaibazar,799204
Tripura,Kumarghat,799264
Tripura,Kurit,799261
Tripura,Lakraichowdhuripara,799289
Tripura,Lalcherra Colony,799253
Tripura,Laldingabari,799273
Tripura,Laljuri,799270
Tripura,Laljuri East,799288
Tripura,Latiapur,799281
Tripura,Laxmipur,799284
Tripura,Longtharai,799275
Tripura,Machmara,799263
Tripura,Maharani Bus Stop,799278
Tripura,Maharanipur,799205
Tripura,Maigonga,799205
Tripura,Mainerma,799275
Tripura,Manikbhander,799287
Tripura,Manikpur,799273
Tripura,Manughat,799275
Tripura,Manuvelly,799277
Tripura,Maracherra,799285
Tripura,Masauli,799288
Tripura,Maslicherra,799275
Tripura,Mechuria,799278
Tripura,Mendihaor,799278
Tripura,Moharcherra,799203
Tripura,Mongtukupara,799205
Tripura,Nabakumar Rankhal Para,799205
Tripura,Nabincherra,799263
Tripura,Nagbangshi,799287
Tripura,Nalicherra,799204
Tripura,Nalkata,799263
Tripura,Narendranagar,799256
Tripura,Natinmanu,799273
Tripura,Nayapara N D,799251
Tripura,Nepaltilla,799288
Tripura,Netajinagar,799205
Tripura,Noagaon Bazar,799290
Tripura,Noagoan,799285
Tripura,Noorpur,799277
Tripura,North Padmabil,799260
Tripura,Notting Chedrra,799264
Tripura,Nunacherra,799205
Tripura,Pabiacherra,799264
Tripura,Padmabil,799260
Tripura,Padmapur,799253
Tripura,Paglabari,799207
Tripura,Paharmora,799201
Tripura,Paiturbazar,799279
Tripura,Panichowkibazar,799277
Tripura,Panisagar,799260
Tripura,Paschim Belcherra,799201
Tripura,Paschim Dalucherra,799278
Tripura,Paschim Kalyanpur,799203
Tripura,Paschim Kunjaban,799203
Tripura,Paschim Laxmicherra,799201
Tripura,Paschim Radhapur,799254
Tripura,Paschim Santinagar,799203
Tripura,Paschimchandrapur,799251
Tripura,Paschimratacherra,799290
Tripura,Pearacherra,799261
Tripura,Pechardahar,799280
Tripura,Pecharthal,799263
Tripura,Pekucherr,799260
Tripura,Phuldengsai,799269
Tripura,Piplacherra,799256
Tripura,Pratyekroy,799251
Tripura,Premtala,799261
Tripura,Purba Betcherra,799266
Tripura,Radhapur,799253
Tripura,Raghna,799251
Tripura,Rahumcherra,799260
Tripura,Rajbari,799253
Tripura,Rajkandi,799290
Tripura,Rajnagar Khowai,799207
Tripura,Rajnagar Laxmipur,799254
Tripura,Rakhalgang,799261
Tripura,Ramchandraghat,799207
Tripura,Ramdayal Lendless Colony,799203
Tripura,Ramdurlavpur,799285
Tripura,Ramgunapara,799263
Tripura,Rangauti,799281
Tripura,Rangrung,799277
Tripura,Ranibari,799261
Tripura,Ranipukur,799284
Tripura,Ratacherra,799290
Tripura,Ratanpurbazar,799201
Tripura,Ratia,799203
Tripura,Rowabazar,799260
Tripura,Rupacherra,799205
Tripura,Sabual,799269
Tripura,Sadhanasram,799277
Tripura,Saidarpar,799290
Tripura,Sailo,799269
Tripura,Sakaibari,799251
Tripura,Sakhan Serhmun,799271
Tripura,Salema,799278
Tripura,Samatal Padmabil,799201
Tripura,Samrurpar,799277
Tripura,Sanicherra,799262
Tripura,Sarala,799261
Tripura,Sarma,799284
Tripura,Satnala,799270
Tripura,Sayedabari,799264
Tripura,Sibnagar,799270
Tripura,Sikaribari,799289
Tripura,Sindhukumarpara,799275
Tripura,Singibill,799285
Tripura,Singicherra,799201
Tripura,Sonamukhi North Tripura,799280
Tripura,Sonarurbassa,799251
Tripura,Sonatala,799207
Tripura,South Ganganagar,799253
Tripura,South Unokoti,799264
Tripura,Sreerampur,799277
Tripura,Srirampur Lambucherra,799287
Tripura,Subashpark,799201
Tripura,Suknacherra,799270
Tripura,Tablabari,799203
Tripura,Tachai,799277
Tripura,Tapaspalli,799277
Tripura,Tarakpur,799261
Tripura,Taraninagar,799288
Tripura,Tarapur,799290
Tripura,Teghari,799290
Tripura,Teliamura,799205
Tripura,Thana Road,799251
Tripura,Tilthai,799260
Tripura,Tilthai Nutanbazar,799260
Tripura,Tlangsang,799269
Tripura,Tripura Damcherra,799256
Tripura,Tripura Ganganagar,799253
Tripura,Tripura Tillabazar,799281
Tripura,Tuichama,799271
Tripura,Ugalcherra,799263
Tripura,Ujan Dodhpur,799288
Tripura,Ujan Sailenbari,799260
Tripura,Uptakhali,799260
Tripura,Uttar Gakulnagar,799205
Tripura,Uttar Radhanagar,799290
Tripura,Uttarchebri,799207
Tripura,Uttat Pulinpur,799203
Tripura,West Nalkata,799266
Tripura,West Panisagar,799260
Tripura,Zaithang,799253
Tripura,Zarultali,799279
Tripura,Bhabanipur,799132
Tripura,Jatrapur,799132
Tripura,Kalikrishnagar,799132
Tripura,Maheshpur,799132
Tripura,Mnaipather,799132
Tripura,Nidya,799132
Tripura,Nirvaypur,799132
Tripura,Kathalia,799132
Nagaland,Aghunato,798620
Nagaland,Agri College,797106
Nagaland,Aitepyong,797100
Nagaland,Aizuto,798619
Nagaland,Akhegwo,797114
Nagaland,Akuhaito,798619
Nagaland,Akuluto,798619
Nagaland,Alichen,798601
Nagaland,Alungkima,798604
Nagaland,Alungtaki,798604
Nagaland,Amahatore,798611
Nagaland,Anatongere,798611
Nagaland,Angangba,798616
Nagaland,Angphang,798603
Nagaland,Aolijen,798601
Nagaland,Aoyimti,797115
Nagaland,Arree Old,798601
Nagaland,Artc,797115
Nagaland,Asangma,798618
Nagaland,Asukhomi,798620
Nagaland,Asukika,797109
Nagaland,Asukuto,798619
Nagaland,Asuto,798620
Nagaland,Athibung,797110
Nagaland,Atoizu,798620
Nagaland,Baghty,797111
Nagaland,Barakangtsung,798618
Nagaland,Baranamsang,798622
Nagaland,Bhandari,797111
Nagaland,Bhandari,797099
Nagaland,Bongkholong,797110
Nagaland,Botsa,797105
Nagaland,Chakhabama,797003
Nagaland,Champang,798603
Nagaland,Changki,798601
Nagaland,Chantongia,798613
Nagaland,Chare,798601
Nagaland,Chatashi,797109
Nagaland,Chedema,797003
Nagaland,Chengloisho,798603
Nagaland,Chenwetnyu,798603
Nagaland,Chessore,798612
Nagaland,Chetheba,797104
Nagaland,Chiechama,797105
Nagaland,Chiephobozou,797105
Nagaland,Chimonger,798616
Nagaland,Chingkao,798603
Nagaland,Chinglong,798603
Nagaland,Chingmei,798612
Nagaland,Chizami,797102
Nagaland,Chizami Village,797102
Nagaland,Choklangan,798626
Nagaland,Chozuba,797104
Nagaland,Chuchuyimlang,798614
Nagaland,Chui,798621
Nagaland,Chukitong,797111
Nagaland,Chumukedima,797103
Nagaland,Chungtia,798601
Nagaland,Chungtia Yimsen,798604
Nagaland,Chungtore,798616
Nagaland,Ciesema,797003
